"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","1998","1998",21.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","1999","1999",21.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2000","2000",21.5,"B","Break"
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2001","2001",21.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2002","2002",22.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2003","2003",22.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2004","2004",22.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2005","2005",22.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2006","2006",22.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2007","2007",23,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2008","2008",23.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2009","2009",23.2,"B","Break"
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2010","2010",23.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2011","2011",23.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2012","2012",23.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2013","2013",23.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2014","2014",24.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2015","2015",24.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2016","2016",24.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2017","2017",24.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2018","2018",24.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","POL","Poland","2019","2019",24.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1964","1964",14.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1965","1965",15.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1966","1966",15.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1967","1967",14.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1968","1968",15.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1969","1969",15.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1970","1970",15.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1971","1971",15,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1972","1972",15.6,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1973","1973",15.6,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1974","1974",15.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1975","1975",15.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1976","1976",15.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1977","1977",15.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1978","1978",15.6,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1979","1979",15.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1980","1980",15.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1981","1981",16.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1982","1982",16.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1983","1983",16,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1984","1984",15.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1985","1985",16,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1986","1986",15.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1987","1987",15.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1988","1988",16.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1989","1989",16.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1990","1990",16.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1991","1991",16,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1992","1992",16.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1993","1993",16.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1994","1994",16.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1995","1995",16.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1996","1996",16.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1997","1997",16.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1998","1998",17.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","1999","1999",17.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2000","2000",17.5,"B","Break"
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2001","2001",17.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2002","2002",18,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2003","2003",18,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2004","2004",18.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2005","2005",18.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2006","2006",18.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2007","2007",18.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2008","2008",19.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2009","2009",19.2,"B","Break"
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2010","2010",19.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2011","2011",19.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2012","2012",19.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2013","2013",19.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2014","2014",20.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2015","2015",20.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2016","2016",20.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2017","2017",20.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2018","2018",20.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2019","2019",20.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","POL","Poland","2020","2020",19.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","1990","1990",7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","1991","1991",6.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","1992","1992",7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","1993","1993",6.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","1994","1994",7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","1995","1995",7.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","1996","1996",7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","1997","1997",7.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","1998","1998",7.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","1999","1999",7.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2000","2000",7.7,"B","Break"
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2001","2001",7.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2002","2002",7.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2003","2003",7.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2004","2004",8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2005","2005",8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2006","2006",8.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2007","2007",8.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2008","2008",8.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2009","2009",8.6,"B","Break"
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2010","2010",8.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2011","2011",9.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2012","2012",9.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2013","2013",9.3,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2014","2014",9.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2015","2015",9.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2016","2016",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2017","2017",9.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2018","2018",9.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","POL","Poland","2019","2019",9.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1964","1964",65.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1965","1965",66.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1966","1966",66.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1967","1967",66.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1968","1968",67,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1969","1969",66.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1970","1970",66.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1971","1971",66.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1972","1972",67.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1973","1973",67.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1974","1974",67.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1975","1975",67,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1976","1976",66.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1977","1977",66.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1978","1978",66.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1979","1979",66.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1980","1980",66,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1981","1981",67.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1982","1982",67.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1983","1983",67,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1984","1984",66.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1985","1985",66.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1986","1986",66.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1987","1987",67.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1988","1988",67.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1989","1989",66.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1990","1990",66.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1991","1991",65.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1992","1992",66.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1993","1993",67.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1994","1994",67.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1995","1995",67.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1996","1996",68.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1997","1997",68.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1998","1998",68.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","1999","1999",68.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2000","2000",69.6,"B","Break"
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2001","2001",70,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2002","2002",70.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2003","2003",70.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2004","2004",70.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2005","2005",70.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2006","2006",70.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2007","2007",71,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2008","2008",71.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2009","2009",71.5,"B","Break"
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2010","2010",72.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2011","2011",72.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2012","2012",72.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2013","2013",73,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2014","2014",73.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2015","2015",73.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2016","2016",73.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2017","2017",73.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2018","2018",73.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2019","2019",74.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","POL","Poland","2020","2020",72.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1964","1964",32.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1965","1965",32.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1966","1966",32.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1967","1967",32.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1968","1968",32.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1969","1969",31.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1970","1970",31.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1971","1971",31.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1972","1972",32.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1973","1973",31.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1974","1974",32.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1975","1975",31.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1976","1976",31.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1977","1977",31.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1978","1978",30.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1979","1979",31.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1980","1980",30.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1981","1981",31.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1982","1982",31.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1983","1983",31,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1984","1984",30.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1985","1985",30.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1986","1986",30.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1987","1987",30.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1988","1988",30.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1989","1989",30.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1990","1990",30.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1991","1991",29.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1992","1992",30.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1993","1993",30.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1994","1994",30.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1995","1995",30.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1996","1996",31.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1997","1997",31.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1998","1998",31.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","1999","1999",31.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2000","2000",32.1,"B","Break"
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2001","2001",32.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2002","2002",32.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2003","2003",32.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2004","2004",32.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2005","2005",33,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2006","2006",33.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2007","2007",33.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2008","2008",33.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2009","2009",33.6,"B","Break"
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2010","2010",34.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2011","2011",34.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2012","2012",34.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2013","2013",34.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2014","2014",35.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2015","2015",35.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2016","2016",35.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2017","2017",35.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2018","2018",35.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","POL","Poland","2019","2019",35.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1964","1964",15.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1965","1965",16.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1966","1966",16.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1967","1967",15.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1968","1968",16.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1969","1969",15.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1970","1970",15.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1971","1971",15,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1972","1972",16,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1973","1973",15.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1974","1974",16,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1975","1975",15.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1976","1976",15.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1977","1977",15.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1978","1978",15.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1979","1979",15.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1980","1980",15.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1981","1981",15.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1982","1982",15.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1983","1983",15.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1984","1984",15.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1985","1985",15.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1986","1986",15.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1987","1987",15.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1988","1988",15.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1989","1989",15.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1990","1990",15.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1991","1991",15.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1992","1992",15.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1993","1993",15.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1994","1994",15.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1995","1995",15.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1996","1996",15.9,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1997","1997",16.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1998","1998",16.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","1999","1999",16.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2000","2000",16.6,"B","Break"
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2001","2001",16.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2002","2002",17.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2003","2003",17.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2004","2004",17.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2005","2005",17.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2006","2006",17.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2007","2007",17.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2008","2008",17.9,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2009","2009",17.9,"B","Break"
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2010","2010",18.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2011","2011",18.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2012","2012",18.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2013","2013",18.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2014","2014",19.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2015","2015",18.9,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2016","2016",19.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2017","2017",19.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2018","2018",19.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","POL","Poland","2019","2019",19.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1964","1964",12.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1965","1965",12.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1966","1966",12.9,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1967","1967",12.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1968","1968",12.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1969","1969",12.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1970","1970",12.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1971","1971",11.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1972","1972",12.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1973","1973",12.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1974","1974",12.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1975","1975",12.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1976","1976",12.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1977","1977",12.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1978","1978",12.2,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1979","1979",12.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1980","1980",12,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1981","1981",12.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1982","1982",12.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1983","1983",12.6,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1984","1984",12.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1985","1985",12.3,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1986","1986",12.3,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1987","1987",12.3,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1988","1988",12.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","POL","Poland","1989","1989",12.5,,
