Year,Country Code,Population
1980,MAC,238085.0
1981,MAC,243373.0
1982,MAC,251154.0
1983,MAC,260921.0
1984,MAC,271914.0
1985,MAC,283490.0
1986,MAC,295597.0
1987,MAC,308181.0
1988,MAC,320774.0
1989,MAC,332783.0
1990,MAC,343816.0
1991,MAC,353623.0
1992,MAC,362308.0
1993,MAC,370195.0
1994,MAC,377805.0
1995,MAC,385517.0
1996,MAC,393376.0
1997,MAC,401353.0
1998,MAC,409620.0
1999,MAC,418388.0
2000,MAC,427772.0
2001,MAC,437928.0
2002,MAC,448813.0
2003,MAC,460157.0
2004,MAC,471600.0
2005,MAC,482863.0
2006,MAC,493804.0
2007,MAC,504504.0
2008,MAC,515232.0
2009,MAC,526401.0
2010,MAC,538215.0
2011,MAC,550833.0
2012,MAC,564037.0
2013,MAC,577368.0
2014,MAC,590210.0
2015,MAC,602093.0
2016,MAC,612824.0
1964,MAF,4302.0
1965,MAF,4471.0
1966,MAF,4675.0
1967,MAF,4922.0
1968,MAF,5194.0
1969,MAF,5461.0
1970,MAF,5707.0
1971,MAF,5945.0
1972,MAF,6156.0
1973,MAF,6370.0
1974,MAF,6601.0
1975,MAF,6882.0
1976,MAF,7250.0
1977,MAF,7713.0
1978,MAF,8191.0
1979,MAF,8557.0
1980,MAF,8777.0
1981,MAF,8675.0
1982,MAF,8372.0
1983,MAF,8296.0
1984,MAF,9067.0
1985,MAF,11066.0
1986,MAF,14561.0
1987,MAF,19274.0
1988,MAF,24374.0
1989,MAF,28723.0
1990,MAF,31522.0
1991,MAF,32441.0
1992,MAF,31816.0
1993,MAF,30194.0
1994,MAF,28482.0
1995,MAF,27320.0
1996,MAF,26854.0
1997,MAF,26910.0
1998,MAF,27388.0
1999,MAF,28122.0
2000,MAF,28935.0
2001,MAF,29847.0
2002,MAF,30913.0
2003,MAF,32055.0
2004,MAF,33187.0
2005,MAF,34252.0
2006,MAF,35240.0
2007,MAF,36138.0
2008,MAF,36880.0
2009,MAF,37380.0
2010,MAF,37582.0
2011,MAF,37451.0
2012,MAF,37012.0
2013,MAF,36458.0
2014,MAF,36018.0
2015,MAF,35865.0
2016,MAF,36061.0
1964,MAR,13857656.0
1965,MAR,14230163.0
1966,MAR,14595351.0
1967,MAR,14954037.0
1968,MAR,15307267.0
1969,MAR,15656846.0
1970,MAR,16004732.0
1971,MAR,16350883.0
1972,MAR,16696890.0
1973,MAR,17048525.0
1974,MAR,17413149.0
1975,MAR,17796171.0
1976,MAR,18198836.0
1977,MAR,18620087.0
1978,MAR,19059773.0
1979,MAR,19516942.0
1980,MAR,19990006.0
1981,MAR,20479709.0
1982,MAR,20984023.0
1983,MAR,21495088.0
1984,MAR,22002641.0
1985,MAR,22499111.0
1986,MAR,22980334.0
1987,MAR,23447256.0
1988,MAR,23903592.0
1989,MAR,24355624.0
1990,MAR,24807461.0
1991,MAR,25260407.0
1992,MAR,25711410.0
1993,MAR,26155204.0
1994,MAR,26584473.0
1995,MAR,26994255.0
1996,MAR,27383472.0
1997,MAR,27754573.0
1998,MAR,28110447.0
1999,MAR,28455504.0
2000,MAR,28793672.0
2001,MAR,29126323.0
2002,MAR,29454765.0
2003,MAR,29782884.0
2004,MAR,30115196.0
2005,MAR,30455563.0
2006,MAR,30804689.0
2007,MAR,31163670.0
2008,MAR,31536807.0
2009,MAR,31929087.0
2010,MAR,32343384.0
2011,MAR,32781860.0
2012,MAR,33241898.0
2013,MAR,33715705.0
2014,MAR,34192358.0
2015,MAR,34663608.0
2016,MAR,35126274.0
1964,MCO,23236.0
1965,MCO,23289.0
1966,MCO,23302.0
1967,MCO,23292.0
1968,MCO,23295.0
1969,MCO,23348.0
1970,MCO,23487.0
1971,MCO,23721.0
1972,MCO,24049.0
1973,MCO,24445.0
1974,MCO,24829.0
1975,MCO,25203.0
1976,MCO,25523.0
1977,MCO,25811.0
1978,MCO,26090.0
1979,MCO,26391.0
1980,MCO,26752.0
1981,MCO,27162.0
1982,MCO,27633.0
1983,MCO,28091.0
1984,MCO,28511.0
1985,MCO,28836.0
1986,MCO,29050.0
1987,MCO,29156.0
1988,MCO,29232.0
1989,MCO,29309.0
1990,MCO,29433.0
1991,MCO,29629.0
1992,MCO,29859.0
1993,MCO,30145.0
1994,MCO,30436.0
1995,MCO,30731.0
1996,MCO,31001.0
1997,MCO,31268.0
1998,MCO,31554.0
1999,MCO,31836.0
2000,MCO,32148.0
2001,MCO,32474.0
2002,MCO,32804.0
2003,MCO,33144.0
2004,MCO,33499.0
2005,MCO,33842.0
2006,MCO,34189.0
2007,MCO,34524.0
2008,MCO,34860.0
2009,MCO,35223.0
2010,MCO,35609.0
2011,MCO,36025.0
2012,MCO,36459.0
2013,MCO,36899.0
2014,MCO,37320.0
2015,MCO,37723.0
2016,MCO,38070.0
1964,MDA,2228429.0
1965,MDA,2269399.0
1966,MDA,2307959.0
1967,MDA,2344108.0
1968,MDA,2377848.0
1969,MDA,2411588.0
1970,MDA,2445328.0
1971,MDA,2479871.0
1972,MDA,2515217.0
1973,MDA,2549760.0
1974,MDA,2582697.0
1975,MDA,2611616.0
1976,MDA,2638126.0
1977,MDA,2660619.0
1978,MDA,2682309.0
1979,MDA,2703999.0
1980,MDA,2728099.0
1981,MDA,2754609.0
1982,MDA,2782725.0
1983,MDA,2811645.0
1984,MDA,2840565.0
1985,MDA,2867878.0
1986,MDA,2893584.0
1987,MDA,2918487.0
1988,MDA,2940177.0
1989,MDA,2957047.0
1990,MDA,2969097.0
1991,MDA,2975523.0
1992,MDA,2977130.0
1993,MDA,2973114.0
1994,MDA,2964277.0
1995,MDA,2952307.0
1996,MDA,2946401.0
1997,MDA,2935524.0
1998,MDA,2934339.0
1999,MDA,2929735.0
2000,MDA,2923783.0
2001,MDA,2917252.0
2002,MDA,2910504.0
2003,MDA,2902320.0
2004,MDA,2895147.0
2005,MDA,2888111.0
2006,MDA,2880095.0
2007,MDA,2873429.0
2008,MDA,2867964.0
2009,MDA,2864346.0
2010,MDA,2861487.0
2011,MDA,2859833.0
2012,MDA,2859458.0
2013,MDA,2858692.0
2014,MDA,2856950.0
2015,MDA,2834530.0
2016,MDA,2802170.0
1964,MDG,5625164.0
1965,MDG,5769215.0
1966,MDG,5918592.0
1967,MDG,6073529.0
1968,MDG,6234468.0
1969,MDG,6401920.0
1970,MDG,6576305.0
1971,MDG,6757853.0
1972,MDG,6946619.0
1973,MDG,7142634.0
1974,MDG,7345773.0
1975,MDG,7556032.0
1976,MDG,7773452.0
1977,MDG,7998157.0
1978,MDG,8230214.0
1979,MDG,8469677.0
1980,MDG,8716549.0
1981,MDG,8971339.0
1982,MDG,9234137.0
1983,MDG,9504283.0
1984,MDG,9780869.0
1985,MDG,10063493.0
1986,MDG,10352117.0
1987,MDG,10647753.0
1988,MDG,10952396.0
1989,MDG,11268653.0
1990,MDG,11598647.0
1991,MDG,11942809.0
1992,MDG,12301338.0
1993,MDG,12675469.0
1994,MDG,13066544.0
1995,MDG,13475403.0
1996,MDG,13902697.0
1997,MDG,14347860.0
1998,MDG,14808791.0
1999,MDG,15282524.0
2000,MDG,15766806.0
2001,MDG,16260933.0
2002,MDG,16765122.0
2003,MDG,17279139.0
2004,MDG,17802992.0
2005,MDG,18336722.0
2006,MDG,18880265.0
2007,MDG,19433520.0
2008,MDG,19996476.0
2009,MDG,20569115.0
2010,MDG,21151640.0
2011,MDG,21743970.0
2012,MDG,22346641.0
2013,MDG,22961259.0
2014,MDG,23589897.0
2015,MDG,24234080.0
2016,MDG,24894370.0
1964,MDV,100177.0
1965,MDV,102710.0
1966,MDV,105129.0
1967,MDV,107481.0
1968,MDV,109893.0
1969,MDV,112582.0
1970,MDV,115688.0
1971,MDV,119303.0
1972,MDV,123347.0
1973,MDV,127700.0
1974,MDV,132102.0
1975,MDV,136418.0
1976,MDV,140563.0
1977,MDV,144625.0
1978,MDV,148774.0
1979,MDV,153276.0
1980,MDV,158271.0
1981,MDV,163821.0
1982,MDV,169849.0
1983,MDV,176255.0
1984,MDV,182848.0
1985,MDV,189540.0
1986,MDV,196262.0
1987,MDV,203024.0
1988,MDV,209787.0
1989,MDV,216502.0
1990,MDV,223159.0
1991,MDV,229743.0
1992,MDV,236271.0
1993,MDV,242596.0
1994,MDV,248582.0
1995,MDV,254144.0
1996,MDV,259178.0
1997,MDV,263836.0
1998,MDV,268445.0
1999,MDV,273522.0
2000,MDV,279396.0
2001,MDV,286309.0
2002,MDV,294185.0
2003,MDV,302681.0
2004,MDV,311265.0
2005,MDV,319604.0
2006,MDV,327489.0
2007,MDV,335172.0
2008,MDV,343448.0
2009,MDV,353391.0
2010,MDV,365730.0
2011,MDV,380493.0
2012,MDV,397231.0
2013,MDV,415592.0
2014,MDV,435018.0
2015,MDV,454914.0
2016,MDV,475505.0
1964,MEA,117271192.0
1965,MEA,120541198.0
1966,MEA,123908187.0
1967,MEA,127444919.0
1968,MEA,131026902.0
1969,MEA,134704201.0
1970,MEA,138473057.0
1971,MEA,142307871.0
1972,MEA,146213398.0
1973,MEA,150292311.0
1974,MEA,154509840.0
1975,MEA,158917282.0
1976,MEA,163532333.0
1977,MEA,168361040.0
1978,MEA,173447050.0
1979,MEA,178866336.0
1980,MEA,184628581.0
1981,MEA,190731389.0
1982,MEA,197157155.0
1983,MEA,203834175.0
1984,MEA,210648804.0
1985,MEA,217572797.0
1986,MEA,224549836.0
1987,MEA,231570125.0
1988,MEA,238565130.0
1989,MEA,245453236.0
1990,MEA,254215127.0
1991,MEA,261046286.0
1992,MEA,265656639.0
1993,MEA,272107854.0
1994,MEA,278384977.0
1995,MEA,286096967.0
1996,MEA,292041169.0
1997,MEA,297891711.0
1998,MEA,303641719.0
1999,MEA,309436718.0
2000,MEA,315326781.0
2001,MEA,321297196.0
2002,MEA,327362274.0
2003,MEA,333608806.0
2004,MEA,340143477.0
2005,MEA,347029862.0
2006,MEA,354302465.0
2007,MEA,361929175.0
2008,MEA,369823227.0
2009,MEA,377883960.0
2010,MEA,385917928.0
2011,MEA,393942668.0
2012,MEA,401968363.0
2013,MEA,409968633.0
2014,MEA,417924350.0
2015,MEA,425821771.0
2016,MEA,433616042.0
1964,MEX,42771077.0
1965,MEX,44123863.0
1966,MEX,45519746.0
1967,MEX,46956208.0
1968,MEX,48431971.0
1969,MEX,49945278.0
1970,MEX,51493565.0
1971,MEX,53076366.0
1972,MEX,54689944.0
1973,MEX,56324310.0
1974,MEX,57966812.0
1975,MEX,59607947.0
1976,MEX,61242189.0
1977,MEX,62869908.0
1978,MEX,64494872.0
1979,MEX,66123908.0
1980,MEX,67761367.0
1981,MEX,69407623.0
1982,MEX,71058650.0
1983,MEX,72709306.0
1984,MEX,74352631.0
1985,MEX,75983486.0
1986,MEX,77599105.0
1987,MEX,79200081.0
1988,MEX,80788725.0
1989,MEX,82368930.0
1990,MEX,83943135.0
1991,MEX,85512621.0
1992,MEX,87075136.0
1993,MEX,88625440.0
1994,MEX,90156396.0
1995,MEX,91663290.0
1996,MEX,93147045.0
1997,MEX,94611008.0
1998,MEX,96056313.0
1999,MEX,97484823.0
2000,MEX,98899845.0
2001,MEX,100298152.0
2002,MEX,101684764.0
2003,MEX,103081020.0
2004,MEX,104514934.0
2005,MEX,106005199.0
2006,MEX,107560155.0
2007,MEX,109170503.0
2008,MEX,110815272.0
2009,MEX,112463886.0
2010,MEX,114092961.0
2011,MEX,115695468.0
2012,MEX,117274156.0
2013,MEX,118827158.0
2014,MEX,120355137.0
2015,MEX,121858251.0
2016,MEX,123333379.0
1964,MHL,16710.0
1965,MHL,17282.0
1966,MHL,17834.0
1967,MHL,18383.0
1968,MHL,18966.0
1969,MHL,19617.0
1970,MHL,20394.0
1971,MHL,21305.0
1972,MHL,22335.0
1973,MHL,23440.0
1974,MHL,24530.0
1975,MHL,25579.0
1976,MHL,26548.0
1977,MHL,27479.0
1978,MHL,28400.0
1979,MHL,29417.0
1980,MHL,30574.0
1981,MHL,31883.0
1982,MHL,33330.0
1983,MHL,34881.0
1984,MHL,36564.0
1985,MHL,38331.0
1986,MHL,40212.0
1987,MHL,42168.0
1988,MHL,44092.0
1989,MHL,45827.0
1990,MHL,47265.0
1991,MHL,48403.0
1992,MHL,49242.0
1993,MHL,49828.0
1994,MHL,50214.0
1995,MHL,50454.0
1996,MHL,50523.0
1997,MHL,50453.0
1998,MHL,50356.0
1999,MHL,50418.0
2000,MHL,50754.0
2001,MHL,51411.0
2002,MHL,52368.0
2003,MHL,53465.0
2004,MHL,54476.0
2005,MHL,55257.0
2006,MHL,55765.0
2007,MHL,56046.0
2008,MHL,56166.0
2009,MHL,56255.0
2010,MHL,56361.0
2011,MHL,56524.0
2012,MHL,56712.0
2013,MHL,56933.0
2014,MHL,57183.0
2015,MHL,57444.0
2016,MHL,57723.0
1964,MIC,2295948515.0
1965,MIC,2349465399.0
1966,MIC,2406516627.0
1967,MIC,2463391488.0
1968,MIC,2521807094.0
1969,MIC,2582528080.0
1970,MIC,2644861764.0
1971,MIC,2708528816.0
1972,MIC,2771182528.0
1973,MIC,2833690114.0
1974,MIC,2895649327.0
1975,MIC,2956240605.0
1976,MIC,3016172468.0
1977,MIC,3075486612.0
1978,MIC,3135818510.0
1979,MIC,3197590308.0
1980,MIC,3260260585.0
1981,MIC,3324908371.0
1982,MIC,3392871650.0
1983,MIC,3461843641.0
1984,MIC,3530665529.0
1985,MIC,3600671134.0
1986,MIC,3672585884.0
1987,MIC,3746363999.0
1988,MIC,3820564035.0
1989,MIC,3893872030.0
1990,MIC,3967667123.0
1991,MIC,4038220702.0
1992,MIC,4106796121.0
1993,MIC,4174215690.0
1994,MIC,4240915431.0
1995,MIC,4306838181.0
1996,MIC,4372587756.0
1997,MIC,4438192507.0
1998,MIC,4502894991.0
1999,MIC,4566082338.0
2000,MIC,4628232414.0
2001,MIC,4689019618.0
2002,MIC,4748863462.0
2003,MIC,4808439643.0
2004,MIC,4867805919.0
2005,MIC,4927197493.0
2006,MIC,4986384065.0
2007,MIC,5045297678.0
2008,MIC,5104749071.0
2009,MIC,5164826856.0
2010,MIC,5225459282.0
2011,MIC,5286883542.0
2012,MIC,5348757979.0
2013,MIC,5411425495.0
2014,MIC,5474458691.0
2015,MIC,5537592502.0
2016,MIC,5601151400.0
1964,MKD,1569139.0
1965,MKD,1592437.0
1966,MKD,1617797.0
1967,MKD,1644949.0
1968,MKD,1672399.0
1969,MKD,1698150.0
1970,MKD,1720805.0
1971,MKD,1739529.0
1972,MKD,1754951.0
1973,MKD,1769002.0
1974,MKD,1784400.0
1975,MKD,1803008.0
1976,MKD,1825559.0
1977,MKD,1851070.0
1978,MKD,1877690.0
1979,MKD,1902718.0
1980,MKD,1924203.0
1981,MKD,1941527.0
1982,MKD,1955247.0
1983,MKD,1965892.0
1984,MKD,1974413.0
1985,MKD,1981536.0
1986,MKD,1987538.0
1987,MKD,1992278.0
1988,MKD,1995508.0
1989,MKD,1996863.0
1990,MKD,1996218.0
1991,MKD,1993304.0
1992,MKD,1988659.0
1993,MKD,1984024.0
1994,MKD,1981713.0
1995,MKD,1983259.0
1996,MKD,1989441.0
1997,MKD,1999588.0
1998,MKD,2012052.0
1999,MKD,2024393.0
2000,MKD,2034823.0
2001,MKD,2042844.0
2002,MKD,2048930.0
2003,MKD,2053426.0
2004,MKD,2057044.0
2005,MKD,2060280.0
2006,MKD,2063132.0
2007,MKD,2065408.0
2008,MKD,2067309.0
2009,MKD,2069030.0
2010,MKD,2070737.0
2011,MKD,2072484.0
2012,MKD,2074275.0
2013,MKD,2076065.0
2014,MKD,2077780.0
2015,MKD,2079335.0
2016,MKD,2080746.0
1964,MLI,5503750.0
1965,MLI,5568495.0
1966,MLI,5635864.0
1967,MLI,5706192.0
1968,MLI,5780836.0
1969,MLI,5861417.0
1970,MLI,5949042.0
1971,MLI,6044524.0
1972,MLI,6147464.0
1973,MLI,6256191.0
1974,MLI,6368346.0
1975,MLI,6482282.0
1976,MLI,6596721.0
1977,MLI,6712267.0
1978,MLI,6831090.0
1979,MLI,6956409.0
1980,MLI,7090124.0
1981,MLI,7234725.0
1982,MLI,7388670.0
1983,MLI,7545163.0
1984,MLI,7694857.0
1985,MLI,7831888.0
1986,MLI,7952863.0
1987,MLI,8062216.0
1988,MLI,8171525.0
1989,MLI,8296919.0
1990,MLI,8449915.0
1991,MLI,8635528.0
1992,MLI,8850334.0
1993,MLI,9087173.0
1994,MLI,9334893.0
1995,MLI,9585660.0
1996,MLI,9837575.0
1997,MLI,10094363.0
1998,MLI,10360564.0
1999,MLI,10642937.0
2000,MLI,10946448.0
2001,MLI,11271603.0
2002,MLI,11616890.0
2003,MLI,11982692.0
2004,MLI,12369078.0
2005,MLI,12775509.0
2006,MLI,13203378.0
2007,MLI,13651455.0
2008,MLI,14113578.0
2009,MLI,14581427.0
2010,MLI,15049352.0
2011,MLI,15514593.0
2012,MLI,15979492.0
2013,MLI,16449854.0
2014,MLI,16934213.0
2015,MLI,17438772.0
2016,MLI,17965448.0
1964,MLT,321250.0
1965,MLT,318800.0
1966,MLT,315200.0
1967,MLT,311550.0
1968,MLT,307900.0
1969,MLT,304300.0
1970,MLT,302650.0
1971,MLT,302700.0
1972,MLT,302450.0
1973,MLT,302200.0
1974,MLT,301996.0
1975,MLT,304222.0
1976,MLT,305774.0
1977,MLT,306970.0
1978,MLT,310182.0
1979,MLT,313342.0
1980,MLT,316645.0
1981,MLT,318982.0
1982,MLT,325898.0
1983,MLT,330524.0
1984,MLT,330593.0
1985,MLT,336452.0
1986,MLT,342121.0
1987,MLT,344485.0
1988,MLT,347325.0
1989,MLT,350722.0
1990,MLT,354170.0
1991,MLT,363845.0
1992,MLT,367618.0
1993,MLT,371308.0
1994,MLT,374797.0
1995,MLT,377419.0
1996,MLT,379905.0
1997,MLT,382791.0
1998,MLT,385287.0
1999,MLT,387578.0
2000,MLT,390087.0
2001,MLT,393028.0
2002,MLT,395969.0
2003,MLT,398582.0
2004,MLT,401268.0
2005,MLT,403834.0
2006,MLT,405308.0
2007,MLT,406724.0
2008,MLT,409379.0
2009,MLT,412477.0
2010,MLT,414508.0
2011,MLT,416268.0
2012,MLT,420028.0
2013,MLT,425967.0
2014,MLT,434558.0
2015,MLT,445053.0
2016,MLT,455356.0
1964,MMR,23717785.0
1965,MMR,24259356.0
1966,MMR,24823937.0
1967,MMR,25410054.0
1968,MMR,26015239.0
1969,MMR,26635852.0
1970,MMR,27269063.0
1971,MMR,27913749.0
1972,MMR,28570093.0
1973,MMR,29238168.0
1974,MMR,29918469.0
1975,MMR,30611093.0
1976,MMR,31314347.0
1977,MMR,32026748.0
1978,MMR,32748782.0
1979,MMR,33481397.0
1980,MMR,34224316.0
1981,MMR,34976465.0
1982,MMR,35734273.0
1983,MMR,36491804.0
1984,MMR,37241530.0
1985,MMR,37977087.0
1986,MMR,38698484.0
1987,MMR,39404350.0
1988,MMR,40085653.0
1989,MMR,40731439.0
1990,MMR,41335188.0
1991,MMR,41890192.0
1992,MMR,42401686.0
1993,MMR,42889992.0
1994,MMR,43383421.0
1995,MMR,43901598.0
1996,MMR,44452203.0
1997,MMR,45027223.0
1998,MMR,45611220.0
1999,MMR,46181075.0
2000,MMR,46719698.0
2001,MMR,47225119.0
2002,MMR,47702163.0
2003,MMR,48148907.0
2004,MMR,48564489.0
2005,MMR,48949931.0
2006,MMR,49301049.0
2007,MMR,49621479.0
2008,MMR,49929642.0
2009,MMR,50250366.0
2010,MMR,50600827.0
2011,MMR,50990612.0
2012,MMR,51413703.0
2013,MMR,51852464.0
2014,MMR,52280816.0
2015,MMR,52680724.0
2016,MMR,53045199.0
1964,MNA,108376349.0
1965,MNA,111307810.0
1966,MNA,114351844.0
1967,MNA,117503838.0
1968,MNA,120739199.0
1969,MNA,124023275.0
1970,MNA,127335093.0
1971,MNA,130670746.0
1972,MNA,134051048.0
1973,MNA,137511232.0
1974,MNA,141099598.0
1975,MNA,144855662.0
1976,MNA,148781943.0
1977,MNA,152881163.0
1978,MNA,157192250.0
1979,MNA,161761403.0
1980,MNA,166616386.0
1981,MNA,171766018.0
1982,MNA,177185651.0
1983,MNA,182825252.0
1984,MNA,188614684.0
1985,MNA,194494177.0
1986,MNA,200443463.0
1987,MNA,206447529.0
1988,MNA,212456877.0
1989,MNA,218415839.0
1990,MNA,226259024.0
1991,MNA,232101413.0
1992,MNA,237828686.0
1993,MNA,243429317.0
1994,MNA,248897278.0
1995,MNA,254233340.0
1996,MNA,259431598.0
1997,MNA,264504158.0
1998,MNA,269440674.0
1999,MNA,274350014.0
2000,MNA,279279614.0
2001,MNA,284249005.0
2002,MNA,289264351.0
2003,MNA,294343659.0
2004,MNA,299502746.0
2005,MNA,304755514.0
2006,MNA,310109431.0
2007,MNA,315573363.0
2008,MNA,321168746.0
2009,MNA,326900966.0
2010,MNA,332777842.0
2011,MNA,338813060.0
2012,MNA,344998428.0
2013,MNA,351290405.0
2014,MNA,357629838.0
2015,MNA,363975556.0
2016,MNA,370294017.0
1964,MNE,521753.0
1965,MNE,526327.0
1966,MNE,526419.0
1967,MNE,522796.0
1968,MNE,517481.0
1969,MNE,513340.0
1970,MNE,512407.0
1971,MNE,515449.0
1972,MNE,521785.0
1973,MNE,530220.0
1974,MNE,538902.0
1975,MNE,546487.0
1976,MNE,552562.0
1977,MNE,557576.0
1978,MNE,562065.0
1979,MNE,566888.0
1980,MNE,572608.0
1981,MNE,579445.0
1982,MNE,587001.0
1983,MNE,594506.0
1984,MNE,600884.0
1985,MNE,605398.0
1986,MNE,607711.0
1987,MNE,608144.0
1988,MNE,607413.0
1989,MNE,606571.0
1990,MNE,606372.0
1991,MNE,607105.0
1992,MNE,608516.0
1993,MNE,610170.0
1994,MNE,611389.0
1995,MNE,611712.0
1996,MNE,611003.0
1997,MNE,609520.0
1998,MNE,607662.0
1999,MNE,606001.0
2000,MNE,604950.0
2001,MNE,607389.0
2002,MNE,609828.0
2003,MNE,612267.0
2004,MNE,613353.0
2005,MNE,614261.0
2006,MNE,615025.0
2007,MNE,615875.0
2008,MNE,616969.0
2009,MNE,618294.0
2010,MNE,619428.0
2011,MNE,620079.0
2012,MNE,620601.0
2013,MNE,621207.0
2014,MNE,621810.0
2015,MNE,622159.0
2016,MNE,622303.0
1964,MNG,1074518.0
1965,MNG,1107121.0
1966,MNG,1139962.0
1967,MNG,1173186.0
1968,MNG,1207104.0
1969,MNG,1242213.0
1970,MNG,1278819.0
1971,MNG,1317042.0
1972,MNG,1356673.0
1973,MNG,1397305.0
1974,MNG,1438421.0
1975,MNG,1479646.0
1976,MNG,1520868.0
1977,MNG,1562207.0
1978,MNG,1603910.0
1979,MNG,1646290.0
1980,MNG,1689622.0
1981,MNG,1733475.0
1982,MNG,1777727.0
1983,MNG,1823214.0
1984,MNG,1871089.0
1985,MNG,1921889.0
1986,MNG,1976313.0
1987,MNG,2033351.0
1988,MNG,2089709.0
1989,MNG,2141005.0
1990,MNG,2184139.0
1991,MNG,2217918.0
1992,MNG,2243495.0
1993,MNG,2263196.0
1994,MNG,2280475.0
1995,MNG,2298017.0
1996,MNG,2316571.0
1997,MNG,2335744.0
1998,MNG,2355667.0
1999,MNG,2376228.0
2000,MNG,2397417.0
2001,MNG,2419594.0
2002,MNG,2443261.0
2003,MNG,2468765.0
2004,MNG,2496394.0
2005,MNG,2526429.0
2006,MNG,2558854.0
2007,MNG,2593819.0
2008,MNG,2631899.0
2009,MNG,2673794.0
2010,MNG,2719902.0
2011,MNG,2770357.0
2012,MNG,2824698.0
2013,MNG,2881783.0
2014,MNG,2940111.0
2015,MNG,2998433.0
2016,MNG,3056358.0
1964,MNP,10780.0
1965,MNP,11023.0
1966,MNP,11341.0
1967,MNP,11723.0
1968,MNP,12135.0
1969,MNP,12577.0
1970,MNP,13000.0
1971,MNP,13423.0
1972,MNP,13884.0
1973,MNP,14322.0
1974,MNP,14672.0
1975,MNP,14917.0
1976,MNP,15024.0
1977,MNP,15049.0
1978,MNP,15167.0
1979,MNP,15640.0
1980,MNP,16633.0
1981,MNP,18168.0
1982,MNP,20163.0
1983,MNP,22622.0
1984,MNP,25496.0
1985,MNP,28719.0
1986,MNP,32377.0
1987,MNP,36371.0
1988,MNP,40294.0
1989,MNP,43542.0
1990,MNP,45752.0
1991,MNP,46662.0
1992,MNP,46473.0
1993,MNP,45763.0
1994,MNP,45361.0
1995,MNP,45872.0
1996,MNP,47518.0
1997,MNP,50052.0
1998,MNP,52999.0
1999,MNP,55633.0
2000,MNP,57453.0
2001,MNP,58319.0
2002,MNP,58412.0
2003,MNP,57954.0
2004,MNP,57240.0
2005,MNP,56547.0
2006,MNP,55886.0
2007,MNP,55215.0
2008,MNP,54621.0
2009,MNP,54194.0
2010,MNP,53971.0
2011,MNP,54013.0
2012,MNP,54306.0
2013,MNP,54786.0
2014,MNP,55301.0
2015,MNP,55779.0
2016,MNP,56187.0
1964,MOZ,7857107.0
1965,MOZ,8039217.0
1966,MOZ,8225919.0
1967,MOZ,8417698.0
1968,MOZ,8614445.0
1969,MOZ,8816056.0
1970,MOZ,9022747.0
1971,MOZ,9232655.0
1972,MOZ,9446235.0
1973,MOZ,9668655.0
1974,MOZ,9906963.0
1975,MOZ,10165216.0
1976,MOZ,10443954.0
1977,MOZ,10738534.0
1978,MOZ,11041206.0
1979,MOZ,11341405.0
1980,MOZ,11630194.0
1981,MOZ,11913085.0
1982,MOZ,12189817.0
1983,MOZ,12439773.0
1984,MOZ,12636120.0
1985,MOZ,12764385.0
1986,MOZ,12808566.0
1987,MOZ,12786353.0
1988,MOZ,12758003.0
1989,MOZ,12805950.0
1990,MOZ,12987292.0
1991,MOZ,13328029.0
1992,MOZ,13805999.0
1993,MOZ,14370950.0
1994,MOZ,14948050.0
1995,MOZ,15483277.0
1996,MOZ,15960445.0
1997,MOZ,16397175.0
1998,MOZ,16813946.0
1999,MOZ,17244176.0
2000,MOZ,17711925.0
2001,MOZ,18221884.0
2002,MOZ,18764147.0
2003,MOZ,19331097.0
2004,MOZ,19910549.0
2005,MOZ,20493927.0
2006,MOZ,21080108.0
2007,MOZ,21673319.0
2008,MOZ,22276596.0
2009,MOZ,22894718.0
2010,MOZ,23531567.0
2011,MOZ,24187500.0
2012,MOZ,24862673.0
2013,MOZ,25560752.0
2014,MOZ,26286192.0
2015,MOZ,27042001.0
2016,MOZ,27829930.0
1964,MRT,956794.0
1965,MRT,985907.0
1966,MRT,1016093.0
1967,MRT,1047345.0
1968,MRT,1079580.0
1969,MRT,1112749.0
1970,MRT,1146776.0
1971,MRT,1181659.0
1972,MRT,1217443.0
1973,MRT,1254156.0
1974,MRT,1291857.0
1975,MRT,1330594.0
1976,MRT,1370364.0
1977,MRT,1411139.0
1978,MRT,1453028.0
1979,MRT,1496174.0
1980,MRT,1540644.0
1981,MRT,1586496.0
1982,MRT,1633655.0
1983,MRT,1681859.0
1984,MRT,1730737.0
1985,MRT,1780033.0
1986,MRT,1829678.0
1987,MRT,1879756.0
1988,MRT,1930427.0
1989,MRT,1981902.0
1990,MRT,2034347.0
1991,MRT,2087914.0
1992,MRT,2142645.0
1993,MRT,2198538.0
1994,MRT,2255520.0
1995,MRT,2313630.0
1996,MRT,2372900.0
1997,MRT,2433567.0
1998,MRT,2496217.0
1999,MRT,2561584.0
2000,MRT,2630217.0
2001,MRT,2702405.0
2002,MRT,2778097.0
2003,MRT,2857150.0
2004,MRT,2939246.0
2005,MRT,3024198.0
2006,MRT,3111908.0
2007,MRT,3202512.0
2008,MRT,3296237.0
2009,MRT,3393408.0
2010,MRT,3494200.0
2011,MRT,3598646.0
2012,MRT,3706555.0
2013,MRT,3817497.0
2014,MRT,3930894.0
2015,MRT,4046304.0
2016,MRT,4163532.0
1964,MUS,736381.0
1965,MUS,753000.0
